Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor_Anuncio,Valor_m2,apenas_rua,rua,cep,latitude,longitude,Point,setor_censo,Cod_setor,Cod_Grandes Regiï¿½es,Nome_Grande_Regiao,Cod_UF,Nome_da_UF ,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012
"Rua Milton Soares, 91 ",Jardim Sarah,São Paulo,100,2,2,2,350000.0,3500.0,rua milton soares,rua milton soares,5382010.0,-23.5745257,-46.7610155,POINT (-46.7610155 -23.5745257),355030867000162.0,355030867000162.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030867.0,RIO PEQUENO,35503086700.0,RIO PEQUENO,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,115.0,354.0,3.08,1.63,1746.61,3139452.43,1894.91,3124863.32,1065.01,1890555.57,1565.9,1995848.55
Rua Visconde de Taunay,Vila Cruzeiro,São Paulo,125,2,2,2,950000.0,7600.0,rua visconde de taunay,rua visconde de taunay,16050403.0,-21.2002338,-50.4365294,POINT (-50.4365294 -21.2002338),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua dos Trilhos, , 1985 ",Mooca,São Paulo,165,3,1,1,800000.0,4848.484848484848,rua dos trilhos,rua dos trilhos,18683205.0,-22.592147,-48.8053015,POINT (-48.8053015 -22.592147),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Groenlândia,Jardim América,São Paulo,420,4,5,5,8500000.0,20238.09523809524,rua groenlândia,rua groenlândia,13339410.0,-23.0820792,-47.2105429,POINT (-47.2105429 -23.0820792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Guaninas,Jardim Aeroporto,São Paulo,115,3,2,2,573000.0,4982.608695652174,rua guaninas,rua guaninas,4632000.0,-23.6306888,-46.6679277,POINT (-46.6679277 -23.6306888),355030815000012.0,355030815000012.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030815.0,CAMPO BELO,35503081500.0,CAMPO BELO,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,160.0,418.0,2.61,1.74,3054.48,6789469.76,3215.24,6628866.27,2107.42,5324728.79,2711.46,5212740.94
Rua Amélia Augusta Rodrigues,Cidade São Mateus,São Paulo,120,3,2,2,261252.0,2177.1,rua amélia augusta rodrigues,rua amélia augusta rodrigues,3959040.0,-23.5943964,-46.4881027,POINT (-46.4881027 -23.5943964),355030873000062.0,355030873000062.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030873.0,Sï¿½O MATEUS,35503087300.0,Sï¿½O MATEUS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,140.0,498.0,3.56,3.28,1042.73,1352062.24,1403.67,1313060.69,827.73,945693.21,1240.24,905249.89
,Vila Vera,São Paulo,151,3,1,1,480000.0,3178.807947019868,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenida Manoel dos Reis Araújo,Jardim Marajoara,São Paulo,505,3,6,6,2300000.0,4554.455445544554,avenida manoel dos reis araújo,avenida manoel dos reis araújo,4664000.0,-23.6535782,-46.6849421,POINT (-46.6849421 -23.6535782),355030816000159.0,355030816000159.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030816.0,CAMPO GRANDE,35503081600.0,CAMPO GRANDE,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,154.0,492.0,3.19,2.5,4928.82,59704785.87,6072.31,66668393.25,2340.94,29578137.25,4789.26,48875937.57
,Santo Amaro,São Paulo,190,4,5,4,2100000.0,11052.631578947368,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vila Monumento,São Paulo,287,4,2,4,1705000.0,5940.766550522648,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vila Brasílio Machado,São Paulo,115,3,3,2,650000.0,5652.173913043478,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Roger Chaffee,Interlagos,São Paulo,350,4,6,4,2500000.0,7142.857142857143,rua roger chaffee,rua roger chaffee,4788110.0,-23.7010282,-46.709959,POINT (-46.709959 -23.7010282),355030879000045.0,355030879000045.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030879.0,SOCORRO,35503087900.0,SOCORRO,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,375.0,1264.0,3.37,2.2,5518.89,55652474.22,6069.16,57868217.88,2460.11,24715099.76,4278.62,35219351.24
"Rua Giácomo Carissimi, 178 ",Vila Adalgisa,São Paulo,125,3,2,2,580000.0,4640.0,rua giácomo carissimi,rua giácomo carissimi,5386120.0,-23.5616717,-46.7633741,POINT (-46.7633741 -23.5616717),355030867000012.0,355030867000012.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030867.0,RIO PEQUENO,35503086700.0,RIO PEQUENO,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,194.0,634.0,3.27,2.65,2087.37,7700792.54,2225.0,7903426.24,1246.49,3802733.75,1738.36,4449857.49
,Jardim Luzitânia,São Paulo,260,3,4,3,5250000.0,20192.30769230769,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Simão de Toledo Piza, , 246 ",Vila Libanesa,São Paulo,157,2,1,2,640000.0,4076.433121019108,rua simão de toledo piza,rua simão de toledo piza,3193100.0,-23.5727845,-46.5755319,POINT (-46.5755319 -23.5727845),355030801000047.0,355030801000047.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030801.0,ï¿½GUA RASA,35503080100.0,ï¿½GUA RASA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,242.0,736.0,3.04,2.08,1454.48,3605199.49,1629.55,3754555.35,1135.64,2653990.22,1468.5,2943632.59
Rua Antônio Dario Menezes,Vila Romano,São Paulo,141,3,1,4,800000.0,5673.758865248227,rua antônio dario menezes,rua antônio dario menezes,4679410.0,-23.6733571,-46.6829247,POINT (-46.6829247 -23.6733571),355030816000026.0,355030816000026.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030816.0,CAMPO GRANDE,35503081600.0,CAMPO GRANDE,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,248.0,785.0,3.17,2.15,2201.04,93404962.67,2729.3,114485806.09,1307.93,33928659.0,2003.81,50621695.7
,Jardim da Glória,São Paulo,200,3,4,3,1000000.0,5000.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim da Glória,São Paulo,233,3,2,5,2000000.0,8583.690987124464,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Cayowaá,Perdizes,São Paulo,280,3,1,2,1200000.0,4285.714285714285,rua cayowaá,rua cayowaá,5018000.0,-23.5348442,-46.680987,POINT (-46.680987 -23.5348442),355030860000026.0,355030860000026.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030860.0,PERDIZES,35503086000.0,PERDIZES,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,235.0,629.0,2.68,1.66,5918.95,34654605.1,6380.52,34410858.22,4667.8,34672320.48,6077.98,36580516.51
,Bosque da Saúde,São Paulo,347,4,4,6,2100000.0,6051.873198847262,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vila Madalena,São Paulo,380,7,5,6,2900000.0,7631.578947368421,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bosque da Saúde,São Paulo,288,3,1,6,1200000.0,4166.666666666667,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alto da Lapa,São Paulo,360,3,4,6,2400000.0,6666.666666666667,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Orozimbo Maia, 171 ",Alto da Mooca,São Paulo,220,6,7,6,2000000.0,9090.90909090909,rua orozimbo maia,rua orozimbo maia,3178110.0,-23.5543706,-46.5882674,POINT (-46.5882674 -23.5543706),355030853000093.0,355030853000093.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030853.0,MOOCA,35503085300.0,MOOCA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,244.0,756.0,3.1,2.41,1983.02,4521453.28,2326.24,4505536.84,1484.45,3775846.19,2053.29,4055323.88
,Vila Clementino,São Paulo,75,1,1,2,953000.0,12706.666666666666,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vila Moinho Velho,São Paulo,150,3,1,2,700000.0,4666.666666666667,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Travessa Nicolas Jancu, 0 ",Jardim Virginia Bianca,São Paulo,367,3,4,4,1684000.0,4588.555858310627,travessa nicolas jancu,travessa nicolas jancu,2356160.0,-23.4511005,-46.617273,POINT (-46.617273 -23.4511005),355030881000067.0,355030881000067.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030881.0,TREMEMBï¿½,35503088100.0,TREMEMBï¿½,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,219.0,691.0,3.16,2.46,1721.37,5513171.28,2117.87,5945765.76,1576.48,5815168.93,2209.95,6754056.63
Rua Ana Vieira de Carvalho,Jardim Panorama,São Paulo,350,3,4,5,3900000.0,11142.857142857143,rua ana vieira de carvalho,rua ana vieira de carvalho,5679065.0,-23.6038018,-46.703072,POINT (-46.703072 -23.6038018),355030854000127.0,355030854000127.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030854.0,MORUMBI,35503085400.0,MORUMBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,146.0,519.0,3.55,2.18,6310.68,60117754.01,7312.38,62353213.49,4152.0,37622222.89,5772.9,42968341.05
"Rua João Cordeiro, 00 ",Vila Carrão,São Paulo,480,4,10,4,1580000.0,3291.6666666666665,rua joão cordeiro,rua joão cordeiro,6182120.0,-23.5280119,-46.8124269,POINT (-46.8124269 -23.5280119),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Santana,São Paulo,250,4,4,5,1800000.0,7200.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brooklin Paulista,São Paulo,330,5,6,5,2280000.0,6909.090909090909,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Retiro Morumbi,São Paulo,986,4,6,3,4000000.0,4056.7951318458418,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenida Santo Albano,Vila Vera,São Paulo,265,3,5,8,689000.0,2600.0,avenida santo albano,avenida santo albano,4296000.0,-23.6183739,-46.6055364,POINT (-46.6055364 -23.6183739),355030868000161.0,355030868000161.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030868.0,SACOMï¿½,35503086800.0,SACOMï¿½,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,190.0,547.0,2.88,1.29,2347.26,6703313.37,3118.74,6499031.15,2078.87,5807636.36,2863.56,5752626.18
Rua Melo Morais Filho,Jardim Guedala,São Paulo,545,4,6,10,8500000.0,15596.330275229358,rua melo morais filho,rua melo morais filho,5610040.0,-23.5853341,-46.7108966,POINT (-46.7108966 -23.5853341),355030854000007.0,355030854000007.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030854.0,MORUMBI,35503085400.0,MORUMBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,99.0,329.0,3.32,2.57,11740.12,146755472.35,12633.39,146635312.9,6203.44,120517159.54,9399.15,152727458.42
,Vila Ida,São Paulo,235,3,3,7,2300000.0,9787.234042553191,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenida Professor Rubens Gomes de Souza,Jardim Cordeiro,São Paulo,500,4,5,6,9000000.0,18000.0,avenida professor rubens gomes de souza,avenida professor rubens gomes de souza,4640230.0,-23.6394961,-46.6784647,POINT (-46.6784647 -23.6394961),355030871000056.0,355030871000056.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030871.0,SANTO AMARO,35503087100.0,SANTO AMARO,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,238.0,816.0,3.43,2.09,10757.82,162794237.28,13266.11,167500448.74,5021.17,83975121.64,8705.77,113590880.3
,Cidade Monções,São Paulo,102,2,4,2,1200000.0,11764.70588235294,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cidade Jardim,São Paulo,410,3,5,4,4000000.0,9756.09756097561,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Comendador Bichara Moherdauí,Jardim Leonor,São Paulo,803,5,7,8,4950000.0,6164.383561643836,rua comendador bichara moherdauí,rua comendador bichara moherdauí,5614080.0,-23.59431,-46.7125696,POINT (-46.7125696 -23.59431),355030854000005.0,355030854000005.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030854.0,MORUMBI,35503085400.0,MORUMBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,91.0,317.0,3.48,1.94,15551.65,216966660.59,16266.67,215291924.81,7283.37,116116620.38,9529.34,130584612.39
Rua Esmeralda,Aclimação,São Paulo,120,3,4,2,1000000.0,8333.333333333334,rua esmeralda,rua esmeralda,12954027.0,-23.1298684,-46.5541141,POINT (-46.5541141 -23.1298684),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chácara Monte Alegre,São Paulo,352,4,4,3,1800000.0,5113.636363636364,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Professor Araújo Maciel,Vila Fachini,São Paulo,158,4,2,2,550000.0,3481.012658227848,rua professor araújo maciel,rua professor araújo maciel,4327020.0,-23.6620075,-46.6340755,POINT (-46.6340755 -23.6620075),355030838000323.0,355030838000323.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030838.0,JABAQUARA,35503083800.0,JABAQUARA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,1.0,30.0,90.0,3.0,1.79,881.6,343904.59,1017.23,255442.82,661.02,354258.12,963.53,222677.53
,Jardim Europa,São Paulo,300,4,6,4,4300000.0,14333.333333333334,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Caracas,Vila Nova Conceição,São Paulo,156,3,3,2,2184000.0,14000.0,rua caracas,rua caracas,6437120.0,-23.5457368,-46.8877338,POINT (-46.8877338 -23.5457368),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bosque da Saúde,São Paulo,650,4,1,12,2600000.0,4000.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua México, 50 ",Jardim América,São Paulo,581,3,3,20,30000000.0,51635.11187607573,rua méxico,rua méxico,13465780.0,-22.7479171,-47.3430387,POINT (-47.3430387 -22.7479171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Morumbi,São Paulo,868,4,4,9,6000000.0,6912.442396313364,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vila Sônia,São Paulo,288,4,3,4,1200000.0,4166.666666666667,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Bartolomeu Rampini, 111 ",Parque Maria Fernandes,São Paulo,200,4,1,1,300000.0,1500.0,rua bartolomeu rampini,rua bartolomeu rampini,4858460.0,-23.7713045,-46.718008,POINT (-46.718008 -23.7713045),355030855000015.0,355030855000015.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030855.0,PARELHEIROS,35503085500.0,PARELHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,229.0,775.0,3.38,2.78,758.32,702200.4,1052.46,664774.13,604.62,619622.09,1037.36,614179.39
Avenida Vicente Paiva,Vila Progredior,São Paulo,715,4,6,8,4500000.0,6293.706293706294,avenida vicente paiva,avenida vicente paiva,5617060.0,-23.5931256,-46.7171637,POINT (-46.7171637 -23.5931256),355030854000017.0,355030854000017.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030854.0,MORUMBI,35503085400.0,MORUMBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,106.0,368.0,3.47,2.02,10690.47,95863644.54,10896.06,95463249.36,5138.18,56954318.03,7531.31,65496612.35
,Jardim Guedala,São Paulo,420,4,4,4,3180000.0,7571.428571428572,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fazenda Morumbi,São Paulo,296,4,4,4,6200000.0,20945.945945945947,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Carmo do Cajuru,Jardim Guedala,São Paulo,650,4,6,4,3500000.0,5384.615384615385,rua carmo do cajuru,rua carmo do cajuru,7155100.0,-23.4170015,-46.4684502,POINT (-46.4684502 -23.4170015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Mário, 387 ",Vila Romana,São Paulo,169,3,3,2,1100000.0,6508.87573964497,rua mário,rua mário,6386580.0,-23.5412982,-46.8180577,POINT (-46.8180577 -23.5412982),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vila Lúcia,São Paulo,232,3,3,2,1280000.0,5517.241379310345,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Reverendo Israel Vieira Ferreira,Vila Medeiros,São Paulo,260,4,4,3,760000.0,2923.076923076923,rua reverendo israel vieira ferreira,rua reverendo israel vieira ferreira,13033280.0,-22.9019241,-47.1068658,POINT (-47.1068658 -22.9019241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vila Gumercindo,São Paulo,211,3,1,2,1000000.0,4739.336492890995,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua República do Iraque,Campo Belo,São Paulo,350,4,7,4,3490000.0,9971.42857142857,rua república do iraque,rua república do iraque,12216540.0,-23.2004626,-45.8825973,POINT (-45.8825973 -23.2004626),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Líbero Ripole,Jardim Umuarama,São Paulo,214,3,5,2,1150000.0,5373.831775700935,rua líbero ripole,rua líbero ripole,4650010.0,-23.6559505,-46.6790008,POINT (-46.6790008 -23.6559505),355030822000232.0,355030822000232.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030822.0,CIDADE ADEMAR,35503082200.0,CIDADE ADEMAR,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,336.0,962.0,2.86,2.0,2939.29,10583637.75,3671.38,10531730.9,1963.41,6792677.1,2938.46,7301712.84
Rua Melo Morais Filho,Jardim Guedala,São Paulo,550,4,5,10,8500000.0,15454.545454545454,rua melo morais filho,rua melo morais filho,5610040.0,-23.5853341,-46.7108966,POINT (-46.7108966 -23.5853341),355030854000007.0,355030854000007.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030854.0,MORUMBI,35503085400.0,MORUMBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,99.0,329.0,3.32,2.57,11740.12,146755472.35,12633.39,146635312.9,6203.44,120517159.54,9399.15,152727458.42
,Vila Moraes,São Paulo,200,3,1,4,850000.0,4250.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua David Ben Gurion, 955 ",Jardim Monte Kemel,São Paulo,179,4,5,4,900000.0,5027.932960893855,rua david ben gurion,rua david ben gurion,5634000.0,-23.6056608,-46.7373147,POINT (-46.7373147 -23.6056608),355030894000010.0,355030894000010.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030894.0,VILA Sï¿½NIA,35503089400.0,VILA Sï¿½NIA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,162.0,475.0,2.93,1.58,3811.96,24161581.99,4036.19,24681201.84,2383.3,14021148.52,3121.16,16065405.33
,Jardim Paulista,São Paulo,700,5,5,4,11500000.0,16428.571428571428,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Arataca,Chácara Monte Alegre,São Paulo,500,3,5,4,3500000.0,7000.0,rua arataca,rua arataca,4645070.0,-23.6456216,-46.6774296,POINT (-46.6774296 -23.6456216),355030871000076.0,355030871000076.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030871.0,SANTO AMARO,35503087100.0,SANTO AMARO,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,167.0,533.0,3.19,2.05,7373.73,73677274.61,10261.78,72891194.04,3908.1,46937923.25,7309.04,62988324.91
Rua Henri Poincare,Jardim Coimbra,São Paulo,97,2,2,1,467000.0,4814.432989690722,rua henri poincare,rua henri poincare,3693140.0,-23.5327024,-46.4741621,POINT (-46.4741621 -23.5327024),355030805000048.0,355030805000048.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030805.0,ARTUR ALVIM,35503080500.0,ARTUR ALVIM,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,155.0,501.0,3.23,2.84,1207.05,1256163.3,1365.64,1204249.51,786.6,941617.87,1216.39,933289.29
Rua Nova Pátria,Bosque da Saúde,São Paulo,230,3,4,4,1280000.0,5565.217391304348,rua nova pátria,rua nova pátria,6700538.0,-23.6026684,-46.9194693,POINT (-46.9194693 -23.6026684),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
